,road,id,model_type,name,lat,lon,length,condition
403,N1,1000403,bridge,bridge,22.7934163,91.5633333,492.999999999995,B
404,N1,1000404,bridge,bridge,22.7896108,91.5654444,472.0000000000084,B
405,N1,1000405,link,link,22.7893608,91.5655833,34.99999999999659,
406,N1,1000406,bridge,bridge,22.7813327,91.5695271,993.9999999999998,A
407,N1,1000407,link,link,22.7812216,91.5695827,6.000000000000227,
408,N1,1000408,bridge,bridge,22.7811382,91.5696382,15.00000000001478,A
409,N1,1000409,link,link,22.7771104,91.5713327,485.99999999999,
410,N1,1000410,bridge,bridge,22.7732771,91.5733604,474.9999999999943,A
411,N1,1000411,link,link,22.7730271,91.5734716,24.00000000000091,
412,N1,1000412,bridge,bridge,22.7693604,91.5756104,468.9999999999941,A
413,N1,1000413,bridge,bridge,22.7661944,91.5779993,2.0000000000095497,A
414,N1,1000414,link,link,22.7654722,91.5785549,528.9999999999964,
415,N1,1000415,bridge,bridge,22.7621944,91.5811382,453.00000000000296,A
416,N1,1000416,link,link,22.7585278,91.5845274,546.999999999997,
417,N1,1000417,bridge,bridge,22.7526389,91.5893608,819.9999999999932,A
418,N1,1000418,link,link,22.7525,91.5894719,23.000000000024556,
419,N1,1000419,link,link,22.7513333,91.5903608,156.99999999998226,
420,N1,1000420,link,link,22.7496386,91.5916386,231.99999999999932,
421,N1,1000421,link,link,22.7435552,91.5949163,768.0000000000007,
422,N1,1000422,link,link,22.7433052,91.5950274,32.00000000001069,
423,N1,1000423,link,link,22.7349997,91.5979441,967.9999999999893,
424,N1,1000424,bridge,bridge,22.7349163,91.5979719,12.000000000000455,A
425,N1,1000425,link,link,22.7263882,91.6007778,987.9999999999995,
426,N1,1000426,bridge,bridge,22.7221104,91.6030833,539.0000000000157,A
427,N1,1000427,link,link,22.7185549,91.6053056,460.9999999999843,
428,N1,1000428,link,link,22.7165556,91.6065556,260.0000000000193,
429,N1,1000429,link,link,22.716,91.6069167,74.99999999998863,
430,N1,1000430,link,link,22.7143889,91.6079444,215.0000000000034,
431,N1,1000431,bridge,bridge,22.7124167,91.6090556,256.0000000000002,A
432,N1,1000432,bridge,bridge,22.7076111,91.6118056,606.9999999999993,A
433,N1,1000433,link,link,22.7065556,91.6123611,137.00000000000045,
434,N1,1000434,bridge,bridge,22.706,91.6126944,67.99999999998363,A
435,N1,1000435,bridge,bridge,22.7033056,91.6142222,342.00000000001296,A
436,N1,1000436,bridge,bridge,22.7002222,91.6157778,381.0000000000002,A
437,N1,1000437,link,link,22.6984997,91.616666,219.99999999999886,
438,N1,1000438,bridge,bridge,22.6919719,91.6198604,783.9999999999918,A
439,N1,1000439,link,link,22.6904163,91.6205271,216.00000000000819,
440,N1,1000440,bridge,bridge,22.689583,91.6208327,98.00000000001319,A
441,N1,1000441,bridge,bridge,22.685083,91.6228327,543.9999999999827,A
442,N1,1000442,link,link,22.6825549,91.6241938,317.0000000000073,
443,N1,1000443,bridge,bridge,22.6769438,91.6268327,669.9999999999875,A
444,N1,1000444,bridge,bridge,22.6751382,91.6274438,230.99999999999454,A
445,N1,1000445,link,link,22.6743049,91.6277493,99.00000000001796,
446,N1,1000446,link,link,22.6733049,91.6280827,120.00000000000455,
447,N1,1000447,bridge,bridge,22.6722493,91.6285271,131.00000000000023,A
448,N1,1000448,bridge,bridge,22.6678604,91.6301104,506.0000000000002,A
449,N1,1000449,link,link,22.6649167,91.6315549,370.00000000000455,
450,N1,1000450,bridge,bridge,22.6638333,91.6321382,137.9999999999768,A
451,N1,1000451,bridge,bridge,22.6596667,91.6347219,540.0000000000205,A
452,N1,1000452,link,link,22.6571389,91.636333,322.00000000000273,
453,N1,1000453,link,link,22.6543889,91.6381386,356.9999999999993,
454,N1,1000454,link,link,22.6527778,91.6391663,208.99999999997476,
455,N1,1000455,link,link,22.6494997,91.640833,411.00000000000136,
456,N1,1000456,bridge,bridge,22.6489997,91.6411108,67.00000000000728,A
457,N1,1000457,bridge,bridge,22.6452774,91.6430552,462.99999999999386,A
458,N1,1000458,link,link,22.641583,91.6451108,469.99999999999886,
459,N1,1000459,bridge,bridge,22.6338608,91.6494719,974.000000000018,A
460,N1,1000460,link,link,22.6330827,91.649833,86.99999999998909,
461,N1,1000461,bridge,bridge,22.6320271,91.6503889,134.9999999999909,A
462,N1,1000462,bridge,bridge,22.625916,91.6541389,782.0000000000107,A
463,N1,1000463,link,link,22.6252216,91.6545278,82.99999999999841,
464,N1,1000464,bridge,bridge,22.6234716,91.6553056,218.9999999999941,A
465,N1,1000465,bridge,bridge,22.6206938,91.6563611,332.9999999999984,A
466,N1,1000466,bridge,bridge,22.6194993,91.6568889,163.0000000000109,A
467,N1,1000467,link,link,22.6180271,91.6578333,20.000000000010232,
468,N1,1000468,bridge,bridge,22.6175271,91.65825,252.9999999999859,A
469,N1,1000469,link,link,22.6169716,91.65875,91.00000000000819,
470,N1,1000470,bridge,bridge,22.6168604,91.6588611,15.999999999991132,A
471,N1,1000471,bridge,bridge,22.6123889,91.6622222,611.9999999999948,A
472,N1,1000472,link,link,22.6094444,91.6638333,372.0000000000141,
473,N1,1000473,bridge,bridge,22.6088889,91.6641111,72.00000000000273,A
474,N1,1000474,link,link,22.6015833,91.6688327,951.9999999999982,
475,N1,1000475,bridge,bridge,22.601,91.6692771,129.99999999999545,A
476,N1,1000476,bridge,bridge,22.6000556,91.6699438,115.0000000000091,A
477,N1,1000477,bridge,bridge,22.5994441,91.6703049,48.99999999997817,A
478,N1,1000478,bridge,bridge,22.5942219,91.6737771,681.0000000000116,A
479,N1,1000479,link,link,22.5939997,91.6738327,25.000000000005684,
480,N1,1000480,bridge,bridge,22.5907497,91.6754716,407.99999999998704,C
481,N1,1000481,link,link,22.584583,91.6780827,757.000000000005,
482,N1,1000482,bridge,bridge,22.5836663,91.6784716,116.99999999999022,A
483,N1,1000483,link,link,22.5834997,91.6785827,26.00000000001046,
484,N1,1000484,link,link,22.580666,91.6799438,342.9999999999893,
485,N1,1000485,bridge,bridge,22.5779438,91.6811382,331.0000000000173,A
486,N1,1000486,link,link,22.5763604,91.6818049,182.99999999999272,
487,N1,1000487,bridge,bridge,22.5731938,91.6830827,377.00000000000955,A
488,N1,1000488,link,link,22.5730549,91.6831938,18.000000000000682,
489,N1,1000489,link,link,22.5679716,91.6846941,604.9999999999898,
490,N1,1000490,bridge,bridge,22.5664722,91.6851663,177.99999999999727,A
491,N1,1000491,bridge,bridge,22.5641389,91.6859163,275.0000000000057,A
492,N1,1000492,link,link,22.564,91.6859441,14.000000000010004,
493,N1,1000493,bridge,bridge,22.5624722,91.6863608,216.99999999998454,A
494,N1,1000494,link,link,22.5594444,91.6872219,316.0000000000025,
495,N1,1000495,link,link,22.5514167,91.6896941,938.999999999993,
496,N1,1000496,bridge,bridge,22.5503056,91.6902774,144.00000000000546,A
497,N1,1000497,link,link,22.5501667,91.6903886,31.00000000000591,
498,N1,1000498,link,link,22.5438886,91.6945274,824.9999999999886,
499,N1,1000499,bridge,bridge,22.5428608,91.6950274,118.99999999999977,A
500,N1,1000500,link,link,22.5354997,91.6979441,882.000000000005,
501,N1,1000501,bridge,bridge,22.5347774,91.698333,90.00000000000341,A
502,N1,1000502,link,link,22.5273049,91.7019444,909.9999999999966,
503,N1,1000503,link,link,22.519416,91.7053611,956.9999999999936,
504,N1,1000504,link,link,22.519265407228914,91.70540328072288,18.000000000000682,
505,N1,1000505,link,link,22.5187216,91.7055556,64.99999999999773,
506,N1,1000506,bridge,bridge,22.5165556,91.7065833,276.00000000001046,C
507,N1,1000507,link,link,22.5161667,91.70675,45.000000000015916,
508,N1,1000508,bridge,bridge,22.5147222,91.7074444,181.99999999998795,A
509,N1,1000509,bridge,bridge,22.5131389,91.7080833,193.9999999999884,A
510,N1,1000510,link,link,22.5127778,91.7082222,40.99999999999682,
511,N1,1000511,link,link,22.5106111,91.7090833,262.00000000000045,
512,N1,1000512,bridge,bridge,22.5094444,91.7096389,144.00000000000546,A
513,N1,1000513,link,link,22.5093611,91.7096944,12.000000000000455,
514,N1,1000514,bridge,bridge,22.5074444,91.7105556,239.00000000000432,A
515,N1,1000515,link,link,22.5073056,91.7106389,18.000000000000682,
516,N1,1000516,bridge,bridge,22.503,91.7128056,530.0000000000011,A
517,N1,1000517,link,link,22.5025556,91.7130556,56.99999999998795,
518,N1,1000518,bridge,bridge,22.4969163,91.7155556,685.0000000000023,B
519,N1,1000519,link,link,22.4968052,91.7156389,19.000000000005457,
520,N1,1000520,link,link,22.494583,91.7170827,295.99999999999227,
521,N1,1000521,bridge,bridge,22.4869441,91.7192771,887.0000000000005,A
522,N1,1000522,link,link,22.4854163,91.7195549,174.0000000000066,
523,N1,1000523,bridge,bridge,22.48280706570156,91.72005100244988,296.99999999999704,A
524,N1,1000524,bridge,bridge,22.4775271,91.7210549,600.9999999999991,A
525,N1,1000525,link,link,22.4773049,91.7211104,25.000000000005684,
526,N1,1000526,link,link,22.4765271,91.7213327,88.99999999999864,
527,N1,1000527,link,link,22.4694438,91.7250549,883.0000000000098,
528,N1,1000528,link,link,22.468416,91.7255827,135.99999999999568,
529,N1,1000529,link,link,22.4603056,91.7295827,1000.0,
530,N1,1000530,bridge,bridge,22.4588333,91.7303604,183.9999999999975,A
531,N1,1000531,link,link,22.4586389,91.7304716,26.00000000001046,
532,N1,1000532,link,link,22.45182350044248,91.7331283022124,807.9999999999927,
533,N1,1000533,link,link,22.4433886,91.7364163,1000.0,
534,N1,1000534,bridge,bridge,22.4424997,91.7366663,104.00000000001342,A
535,N1,1000535,link,link,22.4422219,91.7367497,30.99999999997749,
536,N1,1000536,link,link,22.4349719,91.7396941,925.0000000000114,
537,N1,1000537,link,link,22.4333049,91.7403608,137.00000000000045,
538,N1,1000538,link,link,22.4307493,91.7415274,311.00000000000705,
539,N1,1000539,link,link,22.4304438,91.7417219,42.999999999977945,
540,N1,1000540,link,link,22.4269716,91.7439997,449.0000000000123,
541,N1,1000541,link,link,22.4198882,91.7497774,1000.0,
542,N1,1000542,link,link,22.4185549,91.7504722,164.99999999999204,
543,N1,1000543,link,link,22.4182771,91.7506667,38.000000000010914,
544,N1,1000544,link,link,22.4119167,91.7543611,796.999999999997,
545,N1,1000545,link,link,22.4101111,91.7544444,199.99999999998863,
546,N1,1000546,bridge,bridge,22.4084167,91.7551389,206.00000000001728,A
547,N1,1000547,link,link,22.40839921010101,91.75514357643098,1.999999999981128,
548,N1,1000548,link,link,22.4032222,91.7565278,592.000000000013,
549,N1,1000549,link,link,22.3996108,91.7573333,400.0000000000057,
550,N1,1000550,bridge,bridge,22.3988608,91.7576667,103.999999999985,A
551,N1,1000551,link,link,22.3988052,91.7576667,7.000000000005002,
552,N1,1000552,link,link,22.3944997,91.7586944,489.0000000000043,
553,N1,1000553,link,link,22.3937774,91.7588056,58.9999999999975,
554,N1,1000554,bridge,bridge,22.3921108,91.75925,217.00000000001296,A
555,N1,1000555,bridge,bridge,22.3892497,91.7605,350.9999999999991,A
556,N1,1000556,link,link,22.3887497,91.7607222,58.9999999999975,
557,N1,1000557,link,link,22.3861663,91.7618333,313.99999999999295,
558,N1,1000558,bridge,bridge,22.3815271,91.7652222,625.0,A
559,N1,1000559,link,link,22.379166,91.7675827,375.0,
560,N1,1000560,bridge,bridge,22.3764716,91.770416,436.00000000000705,A
561,N1,1000561,link,link,22.3762254893617,91.77054326631206,19.000000000005457,
562,N1,1000562,link,link,22.369166,91.7741938,544.9999999999875,
563,N1,1000563,link,link,22.3691382,91.777666,555.0000000000068,
564,N1,1000564,link,link,22.3586667,91.7822771,192.99999999998363,
565,N1,1000565,link,link,22.3644444,91.8511111,8308.999999999998,
566,N1,1000566,link,link,22.3646111,91.8508333,393.0000000000007,
567,N1,1000567,bridge,bridge,22.3632778,91.8514722,169.00000000001114,A
568,N1,1000568,link,link,22.3561111,91.8531667,830.9999999999889,
569,N1,1000569,bridge,bridge,22.3555,91.8530833,70.99999999999795,A
