,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id,condition,road_name,bridge_length,road_id,road_id_sliced
382,N1,171.716,LRP174b,22.8595833,91.5454719,,Culvert,bridge,bridge,177.00000000002092,1000382,A,Unknown,3.0,N1LRP174b,N1LRP174
383,N1,171.963,LRP175,22.8575556,91.5456386,,KmPost,link,link,246.99999999998568,1000383,,Unknown,,N1LRP175,N1LRP175
384,N1,172.128,LRP175a,22.856,91.5457219,,Culvert,bridge,bridge,164.99999999999204,1000384,A,Unknown,3.0,N1LRP175a,N1LRP175
385,N1,172.241,LRP175b,22.8550556,91.545833,,Culvert,bridge,bridge,113.00000000002797,1000385,A,Unknown,3.0,N1LRP175b,N1LRP175
386,N1,172.963,LRP176,22.8486663,91.5463608,,KmPost,link,link,721.99999999998,1000386,,Unknown,,N1LRP176,N1LRP176
387,N1,172.98,LRP176a,22.8485274,91.5463886,BS,Bridge,bridge,bridge,16.999999999995907,1000387,A,Unknown,4.5,N1LRP176a,N1LRP176
388,N1,172.99,LRP176b,22.8484441,91.5464163,BE,Bridge,link,link,10.000000000019327,1000388,,Unknown,,N1LRP176b,N1LRP176
389,N1,173.37,LRP176c,22.8452219,91.5475274,,Culvert,bridge,bridge,379.99999999999545,1000389,A,Unknown,4.5,N1LRP176c,N1LRP176
390,N1,173.61,LRP176d,22.8432497,91.5482219,,Culvert,bridge,bridge,240.0000000000091,1000390,A,Unknown,4.5,N1LRP176d,N1LRP176
391,N1,173.963,LRP177,22.8401941,91.5490552,,KmPost,link,link,352.9999999999802,1000391,,Unknown,,N1LRP177,N1LRP177
392,N1,174.277,LRP177a,22.8372497,91.5492497,,Culvert,bridge,bridge,313.99999999999295,1000392,,Unknown,,N1LRP177a,N1LRP177
393,N1,174.963,LRP178,22.8313882,91.5503611,,KmPost,link,link,686.000000000007,1000393,,Unknown,,N1LRP178,N1LRP178
394,N1,175.835,LRP178a,22.8239438,91.5528333,,Culvert,bridge,bridge,872.0000000000141,1000394,,Unknown,,N1LRP178a,N1LRP178
395,N1,175.963,LRP179,22.8228049,91.5531389,,KmPost,link,link,127.9999999999859,1000395,,Unknown,,N1LRP179,N1LRP179
396,N1,176.963,LRP180,22.8141389,91.5555833,,KmPost,link,link,1000.0,1000396,,Unknown,,N1LRP180,N1LRP180
397,N1,177.303,LRP180a,22.8110556,91.5563889,,Culvert,bridge,bridge,340.0000000000034,1000397,,Unknown,,N1LRP180a,N1LRP180
398,N1,177.709,LRP180b,22.808,91.5579167,,Culvert,bridge,bridge,406.0000000000059,1000398,,Unknown,,N1LRP180b,N1LRP180
399,N1,177.961,LRP180c,22.8059722,91.5589167,,Culvert,bridge,bridge,252.00000000000955,1000399,,Unknown,,N1LRP180c,N1LRP180
400,N1,177.963,LRP181,22.8059444,91.5589167,,KmPost,link,link,1.999999999981128,1000400,,Unknown,,N1LRP181,N1LRP181
401,N1,178.118,LRP181a,22.8045833,91.5591111,,Culvert,bridge,bridge,155.00000000000114,1000401,A,Unknown,4.5,N1LRP181a,N1LRP181
402,N1,178.963,LRP182,22.7974719,91.5613611,,KmPost,link,link,844.9999999999989,1000402,,Unknown,,N1LRP182,N1LRP182
403,N1,179.456,LRP182a,22.7934163,91.5633333,,Culvert,bridge,bridge,492.999999999995,1000403,B,Unknown,23.2,N1LRP182a,N1LRP182
404,N1,179.928,LRP182b,22.7896108,91.5654444,,Culvert,bridge,bridge,472.0000000000084,1000404,B,Unknown,23.2,N1LRP182b,N1LRP182
405,N1,179.963,LRP183,22.7893608,91.5655833,,KmPost,link,link,34.99999999999659,1000405,,Unknown,,N1LRP183,N1LRP183
406,N1,180.957,LRP183a,22.7813327,91.5695271,,Bridge,bridge,bridge,993.9999999999998,1000406,A,Unknown,6.0,N1LRP183a,N1LRP183
407,N1,180.963,LRP184,22.7812216,91.5695827,,KmPost,link,link,6.000000000000227,1000407,,Unknown,,N1LRP184,N1LRP184
408,N1,180.978,LRP184a,22.7811382,91.5696382,,Bridge,bridge,bridge,15.00000000001478,1000408,A,Unknown,9.7,N1LRP184a,N1LRP184
409,N1,181.464,LRP184b,22.7771104,91.5713327,,"SideRoad,Left",link,link,485.99999999999,1000409,,Unknown,,N1LRP184b,N1LRP184
410,N1,181.939,LRP184c,22.7732771,91.5733604,,Culvert,bridge,bridge,474.9999999999943,1000410,A,Unknown,9.7,N1LRP184c,N1LRP184
411,N1,181.963,LRP185,22.7730271,91.5734716,,KmPost,link,link,24.00000000000091,1000411,,Unknown,,N1LRP185,N1LRP185
412,N1,182.432,LRP185a,22.7693604,91.5756104,,Culvert,bridge,bridge,468.9999999999941,1000412,A,Unknown,4.0,N1LRP185a,N1LRP185
413,N1,182.434,LRP185b,22.7661944,91.5779993,,Culvert,bridge,bridge,2.0000000000095497,1000413,A,Unknown,4.0,N1LRP185b,N1LRP185
414,N1,182.963,LRP186,22.7654722,91.5785549,,KmPost,link,link,528.9999999999964,1000414,,Unknown,,N1LRP186,N1LRP186
415,N1,183.416,LRP186a,22.7621944,91.5811382,,Culvert,bridge,bridge,453.00000000000296,1000415,A,Unknown,12.9,N1LRP186a,N1LRP186
416,N1,183.963,LRP187,22.7585278,91.5845274,,KmPost,link,link,546.999999999997,1000416,,Unknown,,N1LRP187,N1LRP187
417,N1,184.783,LRP187a,22.7526389,91.5893608,BS,Bridge,bridge,bridge,819.9999999999932,1000417,A,Unknown,3.0,N1LRP187a,N1LRP187
418,N1,184.806,LRP187b,22.7525,91.5894719,BE,Bridge,link,link,23.000000000024556,1000418,,Unknown,,N1LRP187b,N1LRP187
419,N1,184.963,LRP188,22.7513333,91.5903608,,KmPost,link,link,156.99999999998226,1000419,,Unknown,,N1LRP188,N1LRP188
420,N1,185.195,LRP188a,22.7496386,91.5916386,,Culvert,bridge,bridge,231.99999999999932,1000420,,Unknown,,N1LRP188a,N1LRP188
421,N1,185.963,LRP189,22.7435552,91.5949163,,KmPost,link,link,768.0000000000007,1000421,,Unknown,,N1LRP189,N1LRP189
422,N1,185.995,LRP189a,22.7433052,91.5950274,,Culvert,bridge,bridge,32.00000000001069,1000422,,Unknown,,N1LRP189a,N1LRP189
423,N1,186.963,LRP190,22.7349997,91.5979441,,KmPost,link,link,967.9999999999893,1000423,,Unknown,,N1LRP190,N1LRP190
424,N1,186.975,LRP190a,22.7349163,91.5979719,,Culvert,bridge,bridge,12.000000000000455,1000424,A,Unknown,3.0,N1LRP190a,N1LRP190
425,N1,187.963,LRP191,22.7263882,91.6007778,,KmPost,link,link,987.9999999999995,1000425,,Unknown,,N1LRP191,N1LRP191
426,N1,188.502,LRP191a,22.7221104,91.6030833,,Culvert,bridge,bridge,539.0000000000157,1000426,A,Unknown,3.0,N1LRP191a,N1LRP191
427,N1,188.963,LRP192,22.7185549,91.6053056,,KmPost,link,link,460.9999999999843,1000427,,Unknown,,N1LRP192,N1LRP192
428,N1,189.223,LRP192a,22.7165556,91.6065556,,Culvert,bridge,bridge,260.0000000000193,1000428,,Unknown,,N1LRP192a,N1LRP192
429,N1,189.298,LRP192b,22.716,91.6069167,,Culvert,bridge,bridge,74.99999999998863,1000429,,Unknown,,N1LRP192b,N1LRP192
430,N1,189.513,LRP193,22.7143889,91.6079444,,KmPost,link,link,215.0000000000034,1000430,,Unknown,,N1LRP193,N1LRP193
431,N1,189.769,LRP193a,22.7124167,91.6090556,,Culvert,bridge,bridge,256.0000000000002,1000431,A,Unknown,19.2,N1LRP193a,N1LRP193
432,N1,190.376,LRP193b,22.7076111,91.6118056,,Culvert,bridge,bridge,606.9999999999993,1000432,A,Unknown,19.2,N1LRP193b,N1LRP193
433,N1,190.513,LRP194,22.7065556,91.6123611,,KmPost,link,link,137.00000000000045,1000433,,Unknown,,N1LRP194,N1LRP194
434,N1,190.581,LRP194a,22.706,91.6126944,,Culvert,bridge,bridge,67.99999999998363,1000434,A,Unknown,4.2,N1LRP194a,N1LRP194
435,N1,190.923,LRP194b,22.7033056,91.6142222,,Culvert,bridge,bridge,342.00000000001296,1000435,A,Unknown,4.2,N1LRP194b,N1LRP194
436,N1,191.304,LRP194c,22.7002222,91.6157778,,Culvert,bridge,bridge,381.0000000000002,1000436,A,Unknown,4.2,N1LRP194c,N1LRP194
437,N1,191.524,LRP195,22.6984997,91.616666,,KmPost,link,link,219.99999999999886,1000437,,Unknown,,N1LRP195,N1LRP195
438,N1,192.308,LRP195a,22.6919719,91.6198604,,Culvert,bridge,bridge,783.9999999999918,1000438,A,Unknown,3.2,N1LRP195a,N1LRP195
439,N1,192.524,LRP196,22.6904163,91.6205271,,KmPost,link,link,216.00000000000819,1000439,,Unknown,,N1LRP196,N1LRP196
440,N1,192.622,LRP196a,22.689583,91.6208327,,Culvert,bridge,bridge,98.00000000001319,1000440,A,Unknown,6.0,N1LRP196a,N1LRP196
441,N1,193.166,LRP196b,22.685083,91.6228327,,Culvert,bridge,bridge,543.9999999999827,1000441,A,Unknown,6.0,N1LRP196b,N1LRP196
442,N1,193.483,LRP197,22.6825549,91.6241938,,KmPost,link,link,317.0000000000073,1000442,,Unknown,,N1LRP197,N1LRP197
443,N1,194.153,LRP197a,22.6769438,91.6268327,,Culvert,bridge,bridge,669.9999999999875,1000443,A,Unknown,3.0,N1LRP197a,N1LRP197
444,N1,194.384,LRP197b,22.6751382,91.6274438,,Culvert,bridge,bridge,230.99999999999454,1000444,A,Unknown,3.0,N1LRP197b,N1LRP197
445,N1,194.483,LRP198,22.6743049,91.6277493,,KmPost,link,link,99.00000000001796,1000445,,Unknown,,N1LRP198,N1LRP198
446,N1,194.603,LRP198a,22.6733049,91.6280827,,"SideRoad,Left",link,link,120.00000000000455,1000446,,Unknown,,N1LRP198a,N1LRP198
447,N1,194.734,LRP198b,22.6722493,91.6285271,,Culvert,bridge,bridge,131.00000000000023,1000447,A,Unknown,3.0,N1LRP198b,N1LRP198
448,N1,195.24,LRP198c,22.6678604,91.6301104,,Culvert,bridge,bridge,506.0000000000002,1000448,A,Unknown,3.0,N1LRP198c,N1LRP198
449,N1,195.61,LRP199,22.6649167,91.6315549,,KmPost,link,link,370.00000000000455,1000449,,Unknown,,N1LRP199,N1LRP199
450,N1,195.748,LRP199a,22.6638333,91.6321382,,Culvert,bridge,bridge,137.9999999999768,1000450,A,Unknown,3.1,N1LRP199a,N1LRP199
451,N1,196.288,LRP199b,22.6596667,91.6347219,,Culvert,bridge,bridge,540.0000000000205,1000451,A,Unknown,4.6,N1LRP199b,N1LRP199
452,N1,196.61,LRP200,22.6571389,91.636333,,KmPost,link,link,322.00000000000273,1000452,,Unknown,,N1LRP200,N1LRP200
453,N1,196.967,LRP200a,22.6543889,91.6381386,,Culvert,bridge,bridge,356.9999999999993,1000453,,Unknown,,N1LRP200a,N1LRP200
454,N1,197.176,LRP200b,22.6527778,91.6391663,,Culvert,bridge,bridge,208.99999999997476,1000454,,Unknown,,N1LRP200b,N1LRP200
455,N1,197.587,LRP201,22.6494997,91.640833,,KmPost,link,link,411.00000000000136,1000455,,Unknown,,N1LRP201,N1LRP201
456,N1,197.654,LRP201a,22.6489997,91.6411108,,Culvert,bridge,bridge,67.00000000000728,1000456,A,Unknown,3.0,N1LRP201a,N1LRP201
457,N1,198.117,LRP201b,22.6452774,91.6430552,,Culvert,bridge,bridge,462.99999999999386,1000457,A,Unknown,3.0,N1LRP201b,N1LRP201
458,N1,198.587,LRP202,22.641583,91.6451108,,KmPost,link,link,469.99999999999886,1000458,,Unknown,,N1LRP202,N1LRP202
459,N1,199.561,LRP202a,22.6338608,91.6494719,,Culvert,bridge,bridge,974.000000000018,1000459,A,Unknown,3.0,N1LRP202a,N1LRP202
460,N1,199.648,LRP203,22.6330827,91.649833,,KmPost,link,link,86.99999999998909,1000460,,Unknown,,N1LRP203,N1LRP203
461,N1,199.783,LRP203a,22.6320271,91.6503889,,Culvert,bridge,bridge,134.9999999999909,1000461,A,Unknown,3.0,N1LRP203a,N1LRP203
462,N1,200.565,LRP203b,22.625916,91.6541389,,Culvert,bridge,bridge,782.0000000000107,1000462,A,Unknown,3.0,N1LRP203b,N1LRP203
463,N1,200.648,LRP204,22.6252216,91.6545278,,KmPost,link,link,82.99999999999841,1000463,,Unknown,,N1LRP204,N1LRP204
464,N1,200.867,LRP204a,22.6234716,91.6553056,,Culvert,bridge,bridge,218.9999999999941,1000464,A,Unknown,4.6,N1LRP204a,N1LRP204
465,N1,201.2,LRP204b,22.6206938,91.6563611,,Culvert,bridge,bridge,332.9999999999984,1000465,A,Unknown,4.6,N1LRP204b,N1LRP204
466,N1,201.363,LRP204c,22.6194993,91.6568889,BS,Bridge,bridge,bridge,163.0000000000109,1000466,A,Unknown,4.6,N1LRP204c,N1LRP204
467,N1,201.383,LRP204d,22.6180271,91.6578333,BE,Bridge / Culvert,link,link,20.000000000010232,1000467,,Unknown,,N1LRP204d,N1LRP204
468,N1,201.636,LRP204f,22.6175271,91.65825,,Culvert,bridge,bridge,252.9999999999859,1000468,A,Unknown,4.6,N1LRP204f,N1LRP204
469,N1,201.727,LRP205,22.6169716,91.65875,,KmPost,link,link,91.00000000000819,1000469,,Unknown,,N1LRP205,N1LRP205
470,N1,201.743,LRP205a,22.6168604,91.6588611,,Culvert,bridge,bridge,15.999999999991132,1000470,A,Unknown,3.0,N1LRP205a,N1LRP205
471,N1,202.355,LRP205b,22.6123889,91.6622222,,Culvert,bridge,bridge,611.9999999999948,1000471,A,Unknown,3.0,N1LRP205b,N1LRP205
472,N1,202.727,LRP206,22.6094444,91.6638333,,KmPost,link,link,372.0000000000141,1000472,,Unknown,,N1LRP206,N1LRP206
473,N1,202.799,LRP206a,22.6088889,91.6641111,,Culvert,bridge,bridge,72.00000000000273,1000473,A,Unknown,2.95,N1LRP206a,N1LRP206
474,N1,203.751,LRP207,22.6015833,91.6688327,,KmPost,link,link,951.9999999999982,1000474,,Unknown,,N1LRP207,N1LRP207
475,N1,203.881,LRP207a,22.601,91.6692771,,Culvert,bridge,bridge,129.99999999999545,1000475,A,Unknown,4.5,N1LRP207a,N1LRP207
476,N1,203.996,LRP207b,22.6000556,91.6699438,,Culvert,bridge,bridge,115.0000000000091,1000476,A,Unknown,4.5,N1LRP207b,N1LRP207
477,N1,204.045,LRP207c,22.5994441,91.6703049,,Culvert,bridge,bridge,48.99999999997817,1000477,A,Unknown,4.5,N1LRP207c,N1LRP207
478,N1,204.726,LRP207d,22.5942219,91.6737771,,Culvert,bridge,bridge,681.0000000000116,1000478,A,Unknown,4.5,N1LRP207d,N1LRP207
479,N1,204.751,LRP208,22.5939997,91.6738327,,KmPost,link,link,25.000000000005684,1000479,,Unknown,,N1LRP208,N1LRP208
480,N1,205.159,LRP208a,22.5907497,91.6754716,,Culvert,bridge,bridge,407.99999999998704,1000480,C,Unknown,22.25,N1LRP208a,N1LRP208
481,N1,205.916,LRP209,22.584583,91.6780827,,KmPost,link,link,757.000000000005,1000481,,Unknown,,N1LRP209,N1LRP209
482,N1,206.033,LRP209a,22.5836663,91.6784716,BS,Bridge,bridge,bridge,116.99999999999022,1000482,A,Unknown,10.2,N1LRP209a,N1LRP209
483,N1,206.059,LRP209b,22.5834997,91.6785827,BE,Bridge,link,link,26.00000000001046,1000483,,Unknown,,N1LRP209b,N1LRP209
484,N1,206.402,LRP209c,22.580666,91.6799438,,"SideRoad,Left",link,link,342.9999999999893,1000484,,Unknown,,N1LRP209c,N1LRP209
485,N1,206.733,LRP209d,22.5779438,91.6811382,,Culvert,bridge,bridge,331.0000000000173,1000485,A,Unknown,10.2,N1LRP209d,N1LRP209
486,N1,206.916,LRP210,22.5763604,91.6818049,,KmPost,link,link,182.99999999999272,1000486,,Unknown,,N1LRP210,N1LRP210
487,N1,207.293,LRP210a,22.5731938,91.6830827,BS,Bridge,bridge,bridge,377.00000000000955,1000487,A,Unknown,3.0,N1LRP210a,N1LRP210
488,N1,207.311,LRP210b,22.5730549,91.6831938,BE,Bridge,link,link,18.000000000000682,1000488,,Unknown,,N1LRP210b,N1LRP210
489,N1,207.916,LRP211,22.5679716,91.6846941,,KmPost,link,link,604.9999999999898,1000489,,Unknown,,N1LRP211,N1LRP211
490,N1,208.094,LRP211a,22.5664722,91.6851663,,Culvert,bridge,bridge,177.99999999999727,1000490,A,Unknown,4.1,N1LRP211a,N1LRP211
491,N1,208.369,LRP211b,22.5641389,91.6859163,BS,Bridge,bridge,bridge,275.0000000000057,1000491,A,Unknown,4.1,N1LRP211b,N1LRP211
492,N1,208.383,LRP211c,22.564,91.6859441,BE,Bridge,link,link,14.000000000010004,1000492,,Unknown,,N1LRP211c,N1LRP211
493,N1,208.6,LRP211d,22.5624722,91.6863608,,Culvert,bridge,bridge,216.99999999998454,1000493,A,Unknown,4.1,N1LRP211d,N1LRP211
494,N1,208.916,LRP212,22.5594444,91.6872219,,KmPost,link,link,316.0000000000025,1000494,,Unknown,,N1LRP212,N1LRP212
495,N1,209.855,LRP213,22.5514167,91.6896941,,KmPost,link,link,938.999999999993,1000495,,Unknown,,N1LRP213,N1LRP213
496,N1,209.999,LRP213a,22.5503056,91.6902774,BS,Bridge,bridge,bridge,144.00000000000546,1000496,A,Unknown,3.0,N1LRP213a,N1LRP213
497,N1,210.03,LRP213b,22.5501667,91.6903886,BE,Bridge,link,link,31.00000000000591,1000497,,Unknown,,N1LRP213b,N1LRP213
498,N1,210.855,LRP214,22.5438886,91.6945274,,KmPost,link,link,824.9999999999886,1000498,,Unknown,,N1LRP214,N1LRP214
499,N1,210.974,LRP214a,22.5428608,91.6950274,,Culvert,bridge,bridge,118.99999999999977,1000499,A,Unknown,8.2,N1LRP214a,N1LRP214
500,N1,211.856,LRP215,22.5354997,91.6979441,,KmPost,link,link,882.000000000005,1000500,,Unknown,,N1LRP215,N1LRP215
501,N1,211.946,LRP215a,22.5347774,91.698333,,Culvert,bridge,bridge,90.00000000000341,1000501,A,Unknown,3.0,N1LRP215a,N1LRP215
502,N1,212.856,LRP216,22.5273049,91.7019444,,KmPost,link,link,909.9999999999966,1000502,,Unknown,,N1LRP216,N1LRP216
503,N1,213.813,LRP216a,22.519416,91.7053611,BS,Bridge,bridge,bridge,956.9999999999936,1000503,,Unknown,,N1LRP216a,N1LRP216
504,N1,213.831,LRP216b,22.519265407228914,91.70540328072288,BE,Bridge,link,link,18.000000000000682,1000504,,Unknown,,N1LRP216b,N1LRP216
505,N1,213.896,LRP217,22.5187216,91.7055556,,KmPost,link,link,64.99999999999773,1000505,,Unknown,,N1LRP217,N1LRP217
506,N1,214.172,LRP217a,22.5165556,91.7065833,BS,Bridge,bridge,bridge,276.00000000001046,1000506,C,Unknown,27.0,N1LRP217a,N1LRP217
507,N1,214.217,LRP217b,22.5161667,91.70675,BE,Bridge,link,link,45.000000000015916,1000507,,Unknown,,N1LRP217b,N1LRP217
508,N1,214.399,LRP217c,22.5147222,91.7074444,,Culvert,bridge,bridge,181.99999999998795,1000508,A,Unknown,41.11,N1LRP217c,N1LRP217
509,N1,214.593,LRP217d,22.5131389,91.7080833,BS,Bridge,bridge,bridge,193.9999999999884,1000509,A,Unknown,41.11,N1LRP217d,N1LRP217
510,N1,214.634,LRP217e,22.5127778,91.7082222,BE,Bridge,link,link,40.99999999999682,1000510,,Unknown,,N1LRP217e,N1LRP217
511,N1,214.896,LRP218,22.5106111,91.7090833,,KmPost,link,link,262.00000000000045,1000511,,Unknown,,N1LRP218,N1LRP218
512,N1,215.04,LRP218a,22.5094444,91.7096389,BS,Bridge,bridge,bridge,144.00000000000546,1000512,A,Unknown,4.5,N1LRP218a,N1LRP218
513,N1,215.052,LRP218b,22.5093611,91.7096944,BE,Bridge,link,link,12.000000000000455,1000513,,Unknown,,N1LRP218b,N1LRP218
514,N1,215.291,LRP218c,22.5074444,91.7105556,BS,Bridge,bridge,bridge,239.00000000000432,1000514,A,Unknown,4.5,N1LRP218c,N1LRP218
515,N1,215.309,LRP218d,22.5073056,91.7106389,BE,Bridge,link,link,18.000000000000682,1000515,,Unknown,,N1LRP218d,N1LRP218
516,N1,215.839,LRP218e,22.503,91.7128056,,Culvert,bridge,bridge,530.0000000000011,1000516,A,Unknown,4.5,N1LRP218e,N1LRP218
517,N1,215.896,LRP219,22.5025556,91.7130556,,KmPost,link,link,56.99999999998795,1000517,,Unknown,,N1LRP219,N1LRP219
518,N1,216.581,LRP219a,22.4969163,91.7155556,BS,Bridge,bridge,bridge,685.0000000000023,1000518,B,Unknown,3.0,N1LRP219a,N1LRP219
519,N1,216.6,LRP219b,22.4968052,91.7156389,BE,Bridge,link,link,19.000000000005457,1000519,,Unknown,,N1LRP219b,N1LRP219
520,N1,216.896,LRP220,22.494583,91.7170827,,KmPost,link,link,295.99999999999227,1000520,,Unknown,,N1LRP220,N1LRP220
521,N1,217.783,LRP220a,22.4869441,91.7192771,,Culvert,bridge,bridge,887.0000000000005,1000521,A,Unknown,4.5,N1LRP220a,N1LRP220
522,N1,217.957,LRP221,22.4854163,91.7195549,,KmPost,link,link,174.0000000000066,1000522,,Unknown,,N1LRP221,N1LRP221
523,N1,218.254,LRP221a,22.48280706570156,91.72005100244988,,Culvert,bridge,bridge,296.99999999999704,1000523,A,Unknown,6.0,N1LRP221a,N1LRP221
524,N1,218.855,LRP221b,22.4775271,91.7210549,BS,Bridge,bridge,bridge,600.9999999999991,1000524,A,Unknown,6.0,N1LRP221b,N1LRP221
525,N1,218.88,LRP221c,22.4773049,91.7211104,BE,Bridge,link,link,25.000000000005684,1000525,,Unknown,,N1LRP221c,N1LRP221
526,N1,218.969,LRP222,22.4765271,91.7213327,,KmPost,link,link,88.99999999999864,1000526,,Unknown,,N1LRP222,N1LRP222
527,N1,219.852,LRP222a,22.4694438,91.7250549,,Culvert,bridge,bridge,883.0000000000098,1000527,,Unknown,,N1LRP222a,N1LRP222
528,N1,219.988,LRP223,22.468416,91.7255827,,KmPost,link,link,135.99999999999568,1000528,,Unknown,,N1LRP223,N1LRP223
529,N1,220.988,LRP224,22.4603056,91.7295827,,KmPost,link,link,1000.0,1000529,,Unknown,,N1LRP224,N1LRP224
530,N1,221.172,LRP224a,22.4588333,91.7303604,BS,Bridge,bridge,bridge,183.9999999999975,1000530,A,Unknown,3.0,N1LRP224a,N1LRP224
531,N1,221.198,LRP224b,22.4586389,91.7304716,BE,Bridge,link,link,26.00000000001046,1000531,,Unknown,,N1LRP224b,N1LRP224
532,N1,222.006,LRP225,22.45182350044248,91.7331283022124,,KmPost,link,link,807.9999999999927,1000532,,Unknown,,N1LRP225,N1LRP225
533,N1,223.006,LRP226,22.4433886,91.7364163,,KmPost,link,link,1000.0,1000533,,Unknown,,N1LRP226,N1LRP226
534,N1,223.11,LRP226a,22.4424997,91.7366663,BS,Bridge,bridge,bridge,104.00000000001342,1000534,A,Unknown,3.0,N1LRP226a,N1LRP226
535,N1,223.141,LRP226b,22.4422219,91.7367497,BE,Bridge,link,link,30.99999999997749,1000535,,Unknown,,N1LRP226b,N1LRP226
536,N1,224.066,LRP227,22.4349719,91.7396941,,KmPost,link,link,925.0000000000114,1000536,,Unknown,,N1LRP227,N1LRP227
537,N1,224.203,LRP227a,22.4333049,91.7403608,,Culvert,bridge,bridge,137.00000000000045,1000537,,Unknown,,N1LRP227a,N1LRP227
538,N1,224.514,LRP227b,22.4307493,91.7415274,BS,Bridge,bridge,bridge,311.00000000000705,1000538,,Unknown,,N1LRP227b,N1LRP227
539,N1,224.557,LRP227c,22.4304438,91.7417219,BE,Bridge,link,link,42.999999999977945,1000539,,Unknown,,N1LRP227c,N1LRP227
540,N1,225.006,LRP228,22.4269716,91.7439997,,KmPost,link,link,449.0000000000123,1000540,,Unknown,,N1LRP228,N1LRP228
541,N1,226.006,LRP229,22.4198882,91.7497774,,KmPost,link,link,1000.0,1000541,,Unknown,,N1LRP229,N1LRP229
542,N1,226.171,LRP229a,22.4185549,91.7504722,BS,Bridge,bridge,bridge,164.99999999999204,1000542,,Unknown,,N1LRP229a,N1LRP229
543,N1,226.209,LRP229b,22.4182771,91.7506667,BE,Bridge,link,link,38.000000000010914,1000543,,Unknown,,N1LRP229b,N1LRP229
544,N1,227.006,LRP230,22.4119167,91.7543611,,KmPost,link,link,796.999999999997,1000544,,Unknown,,N1LRP230,N1LRP230
545,N1,227.206,LRP230a,22.4101111,91.7544444,,Others,link,link,199.99999999998863,1000545,,Unknown,,N1LRP230a,N1LRP230
546,N1,227.412,LRP230b,22.4084167,91.7551389,,Culvert,bridge,bridge,206.00000000001728,1000546,A,Unknown,5.0,N1LRP230b,N1LRP230
547,N1,227.414,LRP230c,22.40839921010101,91.75514357643098,,Others,link,link,1.999999999981128,1000547,,Unknown,,N1LRP230c,N1LRP230
548,N1,228.006,LRP231,22.4032222,91.7565278,,KmPost,link,link,592.000000000013,1000548,,Unknown,,N1LRP231,N1LRP231
549,N1,228.406,LRP231a,22.3996108,91.7573333,,"SideRoad,Right",link,link,400.0000000000057,1000549,,Unknown,,N1LRP231a,N1LRP231
550,N1,228.51,LRP231b,22.3988608,91.7576667,BS,Bridge,bridge,bridge,103.999999999985,1000550,A,Unknown,18.0,N1LRP231b,N1LRP231
551,N1,228.517,LRP231c,22.3988052,91.7576667,BE,Bridge,link,link,7.000000000005002,1000551,,Unknown,,N1LRP231c,N1LRP231
552,N1,229.006,LRP232,22.3944997,91.7586944,,KmPost,link,link,489.0000000000043,1000552,,Unknown,,N1LRP232,N1LRP232
553,N1,229.065,LRP232a,22.3937774,91.7588056,,"SideRoad,Right",link,link,58.9999999999975,1000553,,Unknown,,N1LRP232a,N1LRP232
554,N1,229.282,LRP232b,22.3921108,91.75925,,Culvert,bridge,bridge,217.00000000001296,1000554,A,Unknown,3.0,N1LRP232b,N1LRP232
555,N1,229.633,LRP232c,22.3892497,91.7605,BS,Bridge,bridge,bridge,350.9999999999991,1000555,A,Unknown,3.0,N1LRP232c,N1LRP232
556,N1,229.692,LRP232d,22.3887497,91.7607222,BE,Bridge,link,link,58.9999999999975,1000556,,Unknown,,N1LRP232d,N1LRP232
557,N1,230.006,LRP233,22.3861663,91.7618333,,KmPost,link,link,313.99999999999295,1000557,,Unknown,,N1LRP233,N1LRP233
558,N1,230.631,LRP233a,22.3815271,91.7652222,,Culvert,bridge,bridge,625.0,1000558,A,Unknown,8.3,N1LRP233a,N1LRP233
559,N1,231.006,LRP234,22.379166,91.7675827,,KmPost,link,link,375.0,1000559,,Unknown,,N1LRP234,N1LRP234
560,N1,231.442,LRP234a,22.3764716,91.770416,BS,Bridge,bridge,bridge,436.00000000000705,1000560,A,Unknown,3.0,N1LRP234a,N1LRP234
561,N1,231.461,LRP234b,22.3762254893617,91.77054326631206,BE,Bridge,link,link,19.000000000005457,1000561,,Unknown,,N1LRP234b,N1LRP234
562,N1,232.006,LRP235,22.369166,91.7741938,,KmPost,link,link,544.9999999999875,1000562,,Unknown,,N1LRP235,N1LRP235
563,N1,232.561,LRP235a,22.3691382,91.777666,,Others,link,link,555.0000000000068,1000563,,Unknown,,N1LRP235a,N1LRP235
564,N1,232.754,LRP235b,22.3586667,91.7822771,,Others,link,link,192.99999999998363,1000564,,Unknown,,N1LRP235b,N1LRP235
565,N1,241.063,LRP244b,22.3644444,91.8511111,,Others,link,link,8308.999999999998,1000565,,Unknown,,N1LRP244b,N1LRP244
566,N1,241.456,LRP245,22.3646111,91.8508333,,KmPost,link,link,393.0000000000007,1000566,,Unknown,,N1LRP245,N1LRP245
567,N1,241.625,LRP245a,22.3632778,91.8514722,,Culvert,bridge,bridge,169.00000000001114,1000567,A,Unknown,1.5,N1LRP245a,N1LRP245
568,N1,242.456,LRP246,22.3561111,91.8531667,,KmPost,link,link,830.9999999999889,1000568,,Unknown,,N1LRP246,N1LRP246
